id,genre,track_name,artist_name,popularity,valence,energy,danceability,acousticness,tempo,speechiness,mode,instrumentalness
7yyTZAgwQUy1a5kDjQJJNN,children,"Poor Unfortunate Souls - From ""The Little Mermaid"" / Soundtrack Version",Various Artists,55,0.362,0.171,0.388,0.771,79.78,0.106,1,0.0
1OzSfjFW08DTD51XoNnog7,children,"That's How You Know - From ""Enchanted""/Soundtrack Version",Various Artists,60,0.52,0.667,0.485,0.497,174.025,0.164,1,0.0
68BT9XvXmCWbMAtjH9LT27,children,Friend Like Me,Various Artists,0,0.666,0.486,0.643,0.644,98.179,0.171,1,0.0
6aGjEZ7kq3YXgD0EDt80O5,children,Live While We're Young,One Direction,0,0.936,0.837,0.658,0.0629,126.015,0.0543,1,0.0
1vabQAO370qU6hTvzDGkQZ,children,Happy Tappin' with Elmo,Sesame Street,0,0.87,0.814,0.884,0.442,95.994,0.23,0,2.51e-06
14fmbvjYLqRZEXz1VZdM2M,chill,We Found Love,Rihanna,0,0.609,0.74,0.755,0.0225,127.98,0.0407,1,0.00139
4T6HLdP6OcAtqC6tGnQelG,chill,Everything,Michael Bublé,70,0.493,0.688,0.686,0.39,123.125,0.0254,0,1.03e-06
6G9JORy1gvXtzi8bKugZzZ,chill,If I Lose Myself,OneRepublic,0,0.273,0.721,0.488,0.094,140.109,0.0461,1,0.0
5y1iInKBJiE9Qfi4eKOal9,chill,Love Lost,The Temper Trap,48,0.346,0.574,0.55,0.0189,122.579,0.0341,1,0.568
124NFj84ppZ5pAxTuVQYCQ,chill,Take Care,Drake,74,0.299,0.515,0.629,0.0267,121.845,0.265,0,1.22e-05
3bidbhpOYeV4knp8AIu8Xn,chill,Can't Hold Us - feat. Ray Dalton,Macklemore & Ryan Lewis,84,0.847,0.922,0.641,0.0291,146.078,0.0786,1,0.0
0CSTvWUps1YmpQoXXay9ol,chill,Cosmic Love,Florence + The Machine,60,0.0827,0.803,0.524,0.145,140.003,0.0366,0,0.000191
2FiceoWDJ67rrmb5tGBpgE,chill,Ghost,Ella Henderson,62,0.486,0.836,0.682,0.0464,104.984,0.0424,1,3.13e-06
1nuqzCMgj2lxZCmpdCmIGv,chill,A Lack of Color,Various Artists,36,0.357,0.337,0.635,0.805,135.826,0.0288,1,0.00256
38YgZVHPWOWsKrsCXz6JyP,chill,Come On Get Higher,Matt Nathanson,72,0.617,0.623,0.672,0.241,92.018,0.0297,1,0.0
3dQfMd0TxVHRnFeaudSmSL,chill,Where Are You Now (Bonus Track),Mumford & Sons,0,0.129,0.346,0.493,0.627,83.113,0.0411,1,3.08e-06
5ve0BYRZZ2aoHFqZMxqYgt,chill,We Can't Stop,Miley Cyrus,0,0.5,0.619,0.607,0.0083,79.998,0.038,0,0.0
05lBuZWQ2OhQuzoCSIkvUF,chill,Holocene,Bon Iver,7,0.157,0.306,0.379,0.942,147.902,0.0305,1,0.323
60VMAtQ7lv05jq5M476S1p,chill,Ghosts That We Knew,Mumford & Sons,0,0.0668,0.301,0.366,0.532,159.101,0.0417,1,0.00479
16NE62lzGmi6ehGTNVI659,chill,Basic Space,The xx,0,0.148,0.208,0.94,0.21,115.872,0.0853,0,0.085
4gIKec1woB9bIWIG8K7SZn,chill,I Won't Let You Go,James Morrison,0,0.161,0.602,0.533,0.238,106.028,0.0298,1,0.0
69yVxyuRahEzs2taFMVVoO,chill,Empire State Of Mind [Jay-Z + Alicia Keys],JAY-Z,0,0.815,0.933,0.495,0.0294,173.414,0.395,1,0.0
6IwKcFdiRQZOWeYNhUiWIv,chill,No One,Alicia Keys,79,0.167,0.549,0.644,0.0209,90.04,0.0285,0,8.85e-06
33fdvicpRVPWCPz19Obajn,chill,Back To Black,Amy Winehouse,0,0.335,0.725,0.49,0.123,123.28,0.0392,1,2.68e-05
0yA1MBQ60SoiYt7xqdS3H1,chill,Mmm Mmm Mmm Mmm,Crash Test Dummies,47,0.383,0.564,0.585,0.236,92.949,0.0226,1,2.22e-05
5snyhxAh55A2wlNRH7VVZJ,chill,Another Love - Zwette Edit,Tom Odell,66,0.462,0.554,0.87,0.0802,123.998,0.0635,0,0.0739
2Oehrcv4Kov0SuIgWyQY9e,chill,Demons,Imagine Dragons,0,0.416,0.71,0.327,0.202,179.561,0.0547,1,9e-05
67F2FBLJL9Wn09qvPe6XVa,classical,Night on Bare Mountain,Modest Mussorgsky,0,0.107,0.247,0.245,0.863,73.114,0.0498,0,0.698
1joz1gAJbHtMUK3IDW2k7K,classical,"II. Largo from Concerto for Harpsichord, Strings & Basso continuo No. 5 in F minor, BWV 1056",Johann Sebastian Bach,11,0.138,0.0259,0.466,0.812,114.537,0.038,1,0.0094
7JQfc4yI4R8E4WOUYR7HD9,classical,Fragment II,Library Tapes,0,0.0299,0.0516,0.252,0.956,79.857,0.0313,1,0.928
0HFjkbNO3zNliDAfQf61th,classical,"Concerto for Orchestra, BB 123: I. Introduzione: Andante non troppo - Allegro vivace",Béla Bartók,6,0.0384,0.036,0.161,0.91,92.705,0.0412,1,0.809
0PuxFPoTO5Ox8JLxO7JuZX,classical,Erupting Light,Hildur Guðnadóttir,0,0.142,0.256,0.191,0.927,138.64,0.0364,1,0.94
6nywzGnK18ZkKoQ5DY7aD5,classical,"Suite No. 1, Op. 13: III. Nocturne",Jules Massenet,19,0.0353,0.0296,0.0906,0.965,85.443,0.0402,1,0.876
418oT9HkGrmWfGGZ9s8FQM,classical,"Piano Trio No. 2 in E-Flat Major, Op. 100, D. 929: II. Andante con moto",Mitsuko Uchida,27,0.0951,0.0851,0.289,0.974,96.364,0.0366,0,0.391
4sS6WUtvjFWLui3Jj8C6zl,classical,Indiana Jones and the Temple of Doom - Raiders of the Lost Ark,London Symphony Orchestra,0,0.303,0.246,0.255,0.726,62.68,0.0388,1,0.461
6GmT92GQpA6kDC8rXCJN00,classical,A Somerset Rhapsody Op. 21B - (1906),Gustav Holst,0,0.0394,0.043,0.112,0.96,74.498,0.0365,0,0.88
2wy3appX7CyXNSlEI2IH3X,classical,"Symphony No.2 in D, Op.36: 3. Scherzo (Allegro)",Ludwig van Beethoven,4,0.518,0.0684,0.362,0.961,155.808,0.0477,1,0.381
63Z31oZibDijG6yxCfkjI2,classical,Nagoya Marimba,Steve Reich,14,0.789,0.232,0.528,0.992,105.66,0.0827,0,0.95
7sMWvMFg2eJ7pfVoeefS64,classical,"Hace Mucho, Mucho Tiempo",Javier Navarrete,0,0.0993,0.105,0.1,0.966,83.482,0.0361,0,0.953
2mYuazFCuAeDsU2EkY68Bp,classical,Vaughan Williams: The Lark Ascending: Opening (Excerpt),Various Artists,0,0.0393,0.103,0.158,0.858,107.012,0.0449,0,0.604
1GZZIJyYnH9XT5yFz7BI44,classical,A Village Romeo and Juliet / Scene 5: The Walk to the Paradise Garden,Frederick Delius,21,0.0302,0.0539,0.107,0.95,92.033,0.0437,1,0.896
1nmeX39rjGxyaoSkPxSHwr,classical,"The Well-Tempered Clavier, Book 2, BWV 870-893: Prelude No. 2 in C Minor, BWV 871",Johann Sebastian Bach,13,0.89,0.495,0.169,0.785,143.052,0.0367,1,0.99
0bcGY7mfG10QfeaDbz97hC,classical,"Nocturne, Op. posth. in C-Sharp Minor: Lento",Frédéric Chopin,59,0.19,0.00397,0.272,0.992,72.059,0.0475,0,0.9
6jY3uqkhNYBfysbyovBKH7,classical,Amériques (1929 Version by Chou Wen-chung),Antonín Dvořák,19,0.0392,0.28,0.188,0.69,99.485,0.0479,1,0.721
3iaolMs6LZvutK4RMNIPi8,classical,"Messiah, HWV 56 / Pt. 1: Symphony",George Frideric Handel,26,0.368,0.0875,0.378,0.922,103.096,0.0469,0,0.764
1QlGhMVQkxVaPx1xn1iytU,classical,"Ravel: Daphnis et Chloé Suite No. 2, M. 57b",Maurice Ravel,25,0.0383,0.0657,0.113,0.85,78.403,0.0435,0,0.879
2gDPe8PE5re1hcxHGxMz7A,classical,Terpsichore*: a. Bransle Gay 1 b. Bransle de Montirande,Michael Praetorius,28,0.511,0.129,0.517,0.906,104.562,0.0362,1,0.00777
6515L0Iaaah4YZUJubjfPS,classical,"Piano Concerto No. 2 in D Minor, Op. 40, MWV O11: Adagio (A Midsummer Night's Sex Comedy)",Various Artists,17,0.0372,0.0157,0.16,0.988,65.147,0.0409,1,0.875
4BkaO57Zh4Ra5aMIwrzAeT,classical,"Strauss, R: Also sprach Zarathustra, Op. 30 (Opening)",Various Artists,0,0.0372,0.245,0.163,0.391,81.52,0.0322,1,0.728
7bxCRQQjowMZl6tDLJCMRO,classical,Spitfire Prelude and Fugue: Fugue - 1994 Digital Remaster,William Walton,6,0.144,0.283,0.298,0.924,121.659,0.0528,0,0.892
0voFtFihGCCN9p1M94CPRd,classical,Two Such Souls,Carter Burwell,25,0.0373,0.14,0.0962,0.8,77.021,0.0406,0,0.909
5NOC1CwUd8FCpSd3KXEgSE,classical,"Le Quattro Stagioni: Violin Concerto No. 1 in E Major, Op. 8, RV 269, ""La primavera"": I. Allegro",Antonio Vivaldi,0,0.218,0.124,0.324,0.754,176.676,0.0643,1,0.0644
483XiZ5o13Cc1zoWV7jGml,club,Gecko (Overdrive) - Radio Edit,Oliver Heldens,69,0.76,0.885,0.609,0.00521,124.959,0.0642,1,1.15e-05
4RXpgGM7A4Hg7cFBoH5KyF,club,Hey Brother,Avicii,4,0.458,0.78,0.545,0.0309,125.014,0.0436,0,4.64e-05
6mdwPV2pxF5o1WuA9ukTpC,club,Smack My Bitch Up,The Prodigy,0,0.275,0.993,0.598,0.00294,136.242,0.13,0,0.606
3PmtL3TjmNIQ3AejB7HCk8,club,Never Say Never,Basement Jaxx,0,0.65,0.789,0.753,0.00779,126.008,0.0274,0,0.111
6kzLbNxsJidjc80Nw3uZVg,club,minipops 67 [120.2][source field mix],Aphex Twin,43,0.126,0.83,0.716,0.284,120.194,0.0395,1,0.887
5oj38UmHhZeOr5WKjDX4hS,club,Chasing Time,Azealia Banks,0,0.473,0.884,0.619,0.0142,128.092,0.209,1,0.0
4qPnE8jBZN3wmgGxspsOcP,club,Boneless,Steve Aoki,0,0.643,0.962,0.743,0.00445,127.99,0.0629,0,0.613
1D6lIY6kxQJvZojiU4k8ti,club,Love Generation,Super Dragões,27,0.51,0.836,0.709,0.198,128.07,0.0413,1,1.61e-06
0UeYCHOETPfai02uskjJ3x,club,Shooting Stars,Bag Raiders,69,0.425,0.72,0.636,0.0893,124.944,0.0432,1,0.0178
0U0ldCRmgCqhVvD6ksG63j,club,Nightcall,Kavinsky,71,0.361,0.874,0.532,0.00842,91.038,0.0482,0,0.012
6BivCuyKJtgLa9ooFsvUoZ,club,Flicker,Porter Robinson,51,0.547,0.713,0.589,0.0331,92.018,0.0976,0,0.000411
6UEJtAnGHnK5tVhoPHD6tU,club,Enjoy the Ride,Krewella,49,0.485,0.873,0.556,0.237,127.993,0.164,1,2.63e-06
2GQEM9JuHu30sGFvRYeCxz,club,Faded,ZHU,62,0.614,0.477,0.867,0.00843,124.979,0.049,0,0.175
0lqNstW27BvhHXn6sqyQhX,club,What Is Love,Various Artists,0,0.741,0.77,0.688,0.0234,123.868,0.0312,0,0.00783
3pVbA69fLbVMwEv7ESCTm5,club,Jealous (I Ain't With It),Chromeo,33,0.775,0.82,0.739,0.00823,127.984,0.0889,0,0.0
7kXmJwrZGIhDaLT9sNo3ut,club,Hey Boy Hey Girl,The Chemical Brothers,65,0.363,0.92,0.632,0.119,127.001,0.0531,1,0.508
0YzCQcsgj6KqwBHVx1mZrH,club,Heroes (we could be),Alesso,53,0.352,0.754,0.521,0.0373,125.876,0.0634,1,0.0
59mrqUmhpmcfUns8BKkV30,club,Alive,Krewella,53,0.57,0.828,0.671,0.00304,127.976,0.053,1,0.00287
46Xnj8vZFwOZCE4aZNXlTf,club,Not In Love - Radio Version,Crystal Castles,61,0.199,0.98,0.477,0.000834,135.902,0.0887,0,0.00963
5pXUfSLHQvhlizSKQiqfeG,club,Inspector Norse,Various Artists,0,0.882,0.773,0.912,0.0586,119.994,0.0426,0,0.71
2fSiZWV4xHCHK7xlnPi6tj,club,"Bubble Butt (feat. Bruno Mars, Tyga & Mystic)",Major Lazer,0,0.369,0.603,0.796,0.00834,194.132,0.284,1,0.0122
4t0UsYzmmmZRMTWn77jiGF,club,Show Me Love,Robin S,68,0.567,0.833,0.811,0.014,120.258,0.153,1,2.06e-05
6OGRM4MAOlyOdhHuX0OJ6P,club,A New Error,Moderat,0,0.104,0.461,0.719,0.0298,110.991,0.037,0,0.801
0QIYINh2AwmOmdu8CRYvlw,club,Bonfire,Knife Party,62,0.589,0.944,0.536,0.000117,174.031,0.0867,1,0.00345
5CMjjywI0eZMixPeqNd75R,club,Lose Yourself to Dance (feat. Pharrell Williams),Daft Punk,70,0.674,0.659,0.832,0.0839,100.163,0.057,0,0.00114
1ICf1jSEy2OaQEXFj1H5Lt,comedy,Hot Travel Tips,Todd Barry,40,0.321,0.882,0.524,0.855,123.973,0.913,0,0.0
2Ter3hehVbjh8Yp2rVJcsg,comedy,Being Single Again,Louis C.K.,40,0.205,0.973,0.464,0.761,79.643,0.934,0,0.0
23VLYIq2No1Poo1Wv6Vn0f,comedy,Meatloaf,Cameron Esposito,13,0.62,0.473,0.687,0.861,102.41,0.944,1,2.28e-06
5qHfwGoSzubgtZZidBnZi0,comedy,Dogs Are Racist?,Wyatt Cenac,33,0.28,0.893,0.525,0.86,88.324,0.947,1,0.0
6yjoLviIwT6onwNdzCQrm7,comedy,The Parking Ticket,Patton Oswalt,43,0.354,0.944,0.653,0.788,115.911,0.891,1,0.0
1EY6BhM80c2PsobqxKY5JW,comedy,A Present for Mr. Phyllis,Joan Rivers,6,0.784,0.487,0.608,0.773,63.716,0.93,1,0.0
7Mf1UkBKNgMaKOQ62Hp7ps,comedy,That's What I Do (skit),Sarah Silverman,33,0.373,0.734,0.453,0.774,78.715,0.942,0,0.0
3GirM1FjOy4NEgcu0hV8sM,comedy,"Episode 1 ""First To Welcome""",T.J. Miller,34,0.474,0.841,0.448,0.76,84.261,0.945,1,0.0
6j0wDeTV0WKmmIXoLvjSs7,comedy,American Wedding,Craig Ferguson,0,0.148,0.828,0.562,0.838,97.699,0.941,1,0.0
6nklwMjI8caZ5R0lyYetAA,comedy,Crying in Public,Ophira Eisenberg,0,0.548,0.456,0.787,0.947,56.485,0.922,0,0.0
3QI9MKWG4APu2FyMoLerqo,comedy,King of the Night Time World,Kyle Kinane,38,0.24,0.944,0.544,0.734,122.25,0.903,0,0.0
0YCpg6u2eo2FmIsqYmLTNl,comedy,Open Water,Ralphie May,32,0.248,0.663,0.499,0.904,69.822,0.962,0,0.0
7MmNNMNYKNjpCVAfYYjfNf,comedy,Door Deal,Mitch Hedberg,41,0.101,0.94,0.396,0.913,90.722,0.95,1,7e-06
42mW8YfRXATwhNDBBv0UqH,comedy,Dumb Thoughts,Louis C.K.,38,0.199,0.958,0.433,0.825,69.839,0.95,0,0.0
1sMlXguBgXKArge6SoW9pE,comedy,Valentine's Day,Lewis Black,39,0.0401,0.812,0.485,0.801,170.015,0.91,0,0.0
4wDMfF7G5PzhyG5hg8lf1m,comedy,No Dogs Allowed,Ron White,0,0.337,0.673,0.576,0.843,107.887,0.934,1,0.0
2eWzptOJ0zvN3pokKXvV6g,comedy,Oprah's Favorite Things,Kathy Griffin,25,0.418,0.654,0.622,0.887,90.222,0.961,1,0.0
1kM7L4EtDZLt3KWjIudmcD,comedy,I Hate Hoarders,Jim Norton,0,0.295,0.956,0.595,0.749,59.313,0.939,1,0.0
0x3OZdDNtycGZecouTLdbk,comedy,My Biggest Fear,Kevin Hart,41,0.166,0.963,0.624,0.786,105.936,0.887,0,0.0
21gmMGuONBkTigWGguEIg7,comedy,Community College,Darryl Lenox,0,0.741,0.712,0.534,0.903,129.727,0.796,1,0.0
4x60VisgAyn19mRvBUPQBg,comedy,Women's Movement,Natasha Leggero,35,0.474,0.823,0.536,0.842,96.393,0.931,1,0.0
7tDjdObqXVf94VXvpLZ1Uo,comedy,Biting A Puppy,Todd Glass,37,0.738,0.8,0.474,0.856,46.195,0.929,1,0.0
3o6DZhZlx6v7OA6ecImt9P,comedy,Hooked On Phonix,Brian Regan,40,0.356,0.543,0.445,0.807,178.007,0.938,0,1.3e-06
3W961WM6yLKSsypvPVKMW7,comedy,Mothers Club,George Carlin,24,0.682,0.556,0.61,0.905,68.491,0.96,1,0.0
0ccVVZqPGcLThFL0NvfC0l,comedy,The Hierarchy Of Cookies,Gary Gulman,0,0.493,0.878,0.447,0.757,71.135,0.933,1,0.0
1A8s182NfOT6dOXjPsWfTn,country,Thunder in the Rain,Kane Brown,52,0.377,0.877,0.549,0.000555,110.963,0.0317,1,0.0
60OYLqg97AaTov6Kd4VZFr,country,Only in America,Brooks & Dunn,0,0.728,0.903,0.527,0.048,137.721,0.0399,1,0.0104
06n8e1GbmK3b7ZHv20N8Jl,country,Love Me Or Leave Me Alone (feat. Karen Fairchild),Dustin Lynch,50,0.267,0.44,0.509,0.592,101.679,0.0259,1,2.44e-06
6tbNaE7kvGNqS7FvJ0dzLB,country,I Got the Boy,Jana Kramer,57,0.361,0.569,0.625,0.26,149.987,0.0271,1,0.0
4f3fb3alVLFc8Ga4ncpg7x,country,Kiss Somebody,Morgan Evans,63,0.531,0.684,0.57,0.136,89.012,0.0465,1,0.0
2uZhNjlUQ9mnt0rS7hcAgF,country,Smoke A Little Smoke,Eric Church,5,0.639,0.641,0.77,0.0206,96.98,0.035,0,0.00023
66rVt7PbwyKlu6CK6rxyAi,country,Friday Night,Eric Paslay,63,0.722,0.841,0.657,0.16,120.009,0.0452,1,0.0
48tAdjG4ng2JfECa7OQujk,country,The Weekend,Brantley Gilbert,62,0.692,0.812,0.511,0.0496,81.992,0.0464,0,1.64e-06
71lXNAROGX1zo6tX0MSnCS,country,Gone,Montgomery Gentry,52,0.581,0.901,0.647,0.0172,118.957,0.0437,1,1.35e-06
1qHRFZE8qykNXYZadzmi1m,country,Give It Away,George Strait,64,0.613,0.646,0.674,0.486,148.1,0.027,1,8.37e-05
4sZY0JOIot0TapXBq0s5xg,country,California,Big & Rich,33,0.802,0.845,0.629,0.0536,115.996,0.0399,1,0.0
3SRuODYNV4j2ckkJ9Samju,country,Nothing On But The Radio,Gary Allan,59,0.664,0.736,0.679,0.0572,109.444,0.026,1,9.25e-06
392xGZGwgHLVomBXgrE07u,country,Change My Life,Levi Hummon,41,0.84,0.729,0.726,0.19,110.001,0.0334,1,0.0
3rvVhgG1inZCtQ1Qf0V5SA,country,She Don't Know She's Beautiful,Sammy Kershaw,0,0.886,0.646,0.764,0.35,116.115,0.0305,1,0.0
0BCy325UZyR9z0t0uxwn2N,country,H.O.L.Y.,Florida Georgia Line,71,0.564,0.666,0.523,0.401,78.077,0.0327,0,0.0
54lLPKdSIrq8JZMfPC8SZs,country,Ends of the Earth,Kenny Chesney,46,0.38,0.445,0.636,0.091,120.907,0.0323,1,4.32e-05
6hOHH3nj5VI7IskIUic0WQ,country,Yesterday's Song,Hunter Hayes,0,0.738,0.903,0.571,0.000808,128.011,0.0538,1,0.0
04Dc0mKBoPmK6DuutvxQjf,country,Life's a Dance - 2011 Remaster,John Michael Montgomery,56,0.671,0.555,0.637,0.142,135.257,0.0252,1,0.0
5AhDb4oM6f4YmHPXW123Fg,country,"I Am A Man Of Constant Sorrow - From “O Brother, Where Art Thou” Soundtrack / Radio Station Version",Various Artists,0,0.721,0.308,0.568,0.69,85.917,0.0274,1,0.0
7fkGuyDiJoqHbMiPqjqNKx,country,Right Where I Need To Be,Gary Allan,0,0.635,0.692,0.528,0.307,82.788,0.0327,1,4.91e-05
3wx2kQWPn9p5UppQbNhPAk,country,Leave The Night On,Sam Hunt,64,0.838,0.951,0.514,0.0951,171.96,0.0603,1,0.0
3pJkBPHadRAxBBo484RipI,country,Sixteen,Thomas Rhett,63,0.425,0.531,0.705,0.0135,107.013,0.0281,1,2.11e-06
2MNapHbu7QASoukvVVIxyr,country,Mind Reader,Dustin Lynch,57,0.525,0.8,0.394,0.0266,162.053,0.0413,0,0.0
4mpUaApNea2QhQshM4xyr4,country,Brand New Girlfriend,Steve Holy,58,0.72,0.861,0.669,0.0273,133.82,0.0929,1,0.0
6nqvInlnaMzEzaw4s0zbee,country,Doin' Fine,Lauren Alaina,57,0.456,0.752,0.439,0.116,166.051,0.0375,1,0.0
4jTiyLlOJVJj3mCr7yfPQD,dance,This Could Be Us,Rae Sremmurd,79,0.758,0.69,0.732,0.291,143.072,0.134,0,0.0
5At2yOSUxWfMCuYvQOrvK4,dance,Musique - Original Mix,Purple Disco Machine,0,0.776,0.799,0.798,0.000875,118.002,0.0931,1,0.87
3vpB70GRXCfKgHFX1SZVZx,dance,Worth It (We Are Nuts! Bassline Mix),Bollocks Deejays,0,0.63,0.902,0.804,0.0268,124.998,0.117,0,0.328
7zqfhCp6lB3hrKSrByoYjQ,dance,Runnin - Original Mix,Bollocks,0,0.633,0.73,0.787,0.00584,123.998,0.121,0,0.0368
4QqlfK1yqd8A4hykzkqSIA,dance,Scud Books,Hudson Mohawke,0,0.55,0.508,0.423,0.0609,110.607,0.0533,1,0.00727
0pwtfMiQ355EOetR7PNP60,dance,Love,Simian Mobile Disco,12,0.503,0.918,0.663,0.000177,134.254,0.0619,0,0.00431
7FT73l2HtoNb8jBtNMkx2h,dance,Chasing Ghosts - Radio Edit,Alex Preston,10,0.375,0.79,0.743,0.0599,123.994,0.0598,0,0.0
7dYq0bAE9fwdLVYlXCldsg,dance,It's You - Panic City Remix,Syn Cole,0,0.465,0.869,0.67,0.103,125.907,0.0453,1,0.0238
0sxvPuybHVMwEvCSfbJDM6,dance,I Can Be Somebody (feat. Erin McCarley),Deorro,51,0.238,0.482,0.634,0.0168,127.928,0.0331,1,0.00115
3QZx9TxRrfb1Wpg4XFnZiO,dance,Love Lost,Alan Braxe,26,0.624,0.613,0.737,0.00177,117.901,0.0369,1,0.773
4Qrxdjj3nFhjrqcnUU5r6a,dance,Shine,Years & Years,56,0.493,0.716,0.667,0.189,108.002,0.0349,0,0.0
6bvg95U7d69pYKPwDEyGC3,dance,Hustler,Simian Mobile Disco,37,0.706,0.902,0.687,0.00446,126.968,0.0407,0,0.794
2ErAwXXUgBGLXwm4IgZRQv,dance,Sexual Healing - Kygo Radio Edit,Marvin Gaye,44,0.486,0.796,0.659,0.567,100.975,0.0347,0,0.0506
0No3vuSRm3n2lOx5ctyJcL,dance,Free - Radio Edit,Ultra Naté,0,0.741,0.915,0.756,0.00405,124.97,0.0371,1,0.000171
41qwj6EPf3a61GkVp0MOe3,dance,This Feeling - Radio Edit,L'Tric,22,0.516,0.905,0.628,0.00184,126.073,0.0354,1,0.552
6AadQMbZNCwaGyPCUKyTec,dance,Hold On (Radio Edit),Glover,0,0.41,0.8,0.502,0.00233,129.972,0.0546,0,0.00034
68iIALIAQ03juj9BZpafox,dance,Good Times Roll,GRiZ,50,0.525,0.891,0.638,0.0225,99.979,0.108,1,0.00142
2WMRd3xAb9FwXopCRNWDq1,dance,Wildfire,SBTRKT,1,0.34,0.481,0.835,0.0308,139.581,0.387,0,0.000501
6rcBB3zLdFn6RjEzienOdm,dance,Before I Move Off,Mount Kimbie,43,0.658,0.642,0.805,0.57,104.856,0.439,0,0.303
5SnbD47BEDtVc5LR59b9rR,dance,Feel Like - Original,Alex Preston,16,0.424,0.914,0.719,0.0184,128.001,0.0847,0,0.448
4hIGbZWqjyvDndzYvKIIQW,dance,Careless,Dusky,0,0.68,0.895,0.77,0.000195,120.986,0.0488,0,0.897
2XZT7w9AtfsE9ICdUBV9RG,dance,Holding On,Classixx,0,0.875,0.87,0.722,0.00557,122.996,0.0803,1,0.243
1F8biBtTeJiROv4f8wuT2E,dance,Bang It To The Curb,Far East Movement,0,0.517,0.84,0.811,0.000492,99.876,0.255,1,0.00381
7z6ODS2PxZJA1xHnbUcuc0,dance,Love Too Deep - Radio Edit,Various Artists,39,0.88,0.889,0.729,0.0874,122.028,0.0346,0,0.000449
22zjnXprDHjIExYsZ8H7Oy,dance,Finished Symphony - Deadmau5 Remix,Hybrid,0,0.415,0.459,0.867,0.00318,127.999,0.0639,1,0.818
1CYP0sao02EETQ5YVyrAYQ,dancehall,Django (klar på noget dumt),Wafande,16,0.861,0.875,0.841,0.142,119.965,0.0722,1,2.67e-05
0uF5G6jtV5eZ1BSOyCHLRW,dancehall,Cheaters Prayer,Various Artists,0,0.624,0.683,0.586,0.161,178.173,0.269,1,0.0
5IRpmH03HXibFqRfRRPlcb,dancehall,Eye Deh a Mi Knee,Sean Paul,28,0.792,0.799,0.875,0.0433,124.964,0.0533,1,0.0
0RHxDpC97ZSorn6YOx0J2Q,dancehall,Da Stylez Deh,Busy Signal,18,0.708,0.78,0.826,0.202,125.986,0.322,1,4.49e-06
7eVE5ZeGKSDX6WHT595Sw4,dancehall,Puff It,I-Octane,0,0.585,0.891,0.646,0.0843,104.095,0.292,0,0.0
0tYX2MNBrJpilZEH8k5LOq,dancehall,Karate,Sizzla,0,0.932,0.914,0.709,0.0429,128.592,0.338,0,0.0
0OF184vEASwoN9x3HTFCPQ,dancehall,Hold My Hand (I'll Be There) [feat. Keri Hilson],Sean Paul,43,0.375,0.712,0.664,0.258,173.917,0.131,1,0.0
1V2oqGk8DYKaghlS2zP7kH,dancehall,Skip To Ma Luu,Various Artists,0,0.789,0.971,0.723,0.26,100.028,0.12,1,0.0
4mTzMtinIgelLM2XiVr1Qt,dancehall,Dance,Elephant Man,0,0.656,0.864,0.697,0.0382,93.956,0.287,1,0.0
1HgD53dV1pDu0CyvKsDWVV,dancehall,Now She's Gone,Various Artists,0,0.505,0.666,0.394,0.566,174.428,0.211,0,0.0
6jDGjyxC5nOR9axud9zzPc,dancehall,Jook So - Raw,Various Artists,0,0.439,0.775,0.778,0.00509,105.046,0.0658,1,0.001
62bJNmbSWHeUWsRw28eO2X,dancehall,Baghave (med TopGunn),Raske Penge,0,0.786,0.544,0.818,0.0863,141.993,0.0621,0,0.0
5kdDcvSXnsrc3ot84gv7w6,dancehall,Ever Bless,Vybz Kartel,0,0.656,0.671,0.705,0.188,114.937,0.396,0,2.87e-06
5axvWa1vsGEYM64FHtAcRd,dancehall,From Yuh See Me - Raw,Konshens,0,0.621,0.736,0.617,0.0454,128.597,0.357,0,0.0
196L1SuERLbvmBFlCWaTso,dancehall,Backshot (feat. Lady Saw),Spragga Benz,21,0.528,0.772,0.657,0.0614,184.064,0.256,1,0.000284
4rSdKM7s42IeKudysHdwDg,dancehall,Mamacita,Collie Buddz,52,0.779,0.841,0.593,0.0257,103.362,0.106,0,0.0
7bqOyjx9gBxzvBf4A42DJc,dancehall,Romance Me,Serani,31,0.744,0.873,0.618,0.00202,183.939,0.14,0,0.0
3bpOaamnFP5260EVqP9GhR,dancehall,Summer Time,Vybz Kartel,0,0.38,0.84,0.849,0.336,100.023,0.0569,0,1.55e-05
2S1JLxu6wOSmzjExnPnjiN,dancehall,So Special,Mavado,16,0.407,0.684,0.733,0.0416,117.956,0.563,0,0.00708
5A5jiQP4xI7LI6DynpTrRb,dancehall,Fallen Soldiers,Demarco,0,0.421,0.711,0.649,0.0577,75.987,0.159,0,0.0
57QO8QAhLdhJXX3xIqZqNy,dancehall,Egyptian Dance,Elephant Man,0,0.701,0.882,0.789,0.265,110.066,0.333,0,0.0
0RwdbrXrA4DYjUiUGb2CIh,dancehall,Døgnflue,TopGunn,0,0.726,0.52,0.786,0.00887,86.979,0.0946,0,0.0
1q7s0ldnDXPSYlPWgGkcRH,dancehall,Move Around (feat. Elephant Man & GTA),Diplo,0,0.405,0.773,0.875,0.0103,110.02,0.17,1,3.97e-05
